# Time-averaged data for fix avacf
# TimeStep c_vacf[1] c_vacf[2] c_vacf[3] c_vacf[4]
431 0.00502749 0.00476454 0.00495611 0.0147481
432 0.00496394 0.00477641 0.00499907 0.0147394
433 0.00489846 0.004788 0.00503869 0.0147252
434 0.00483147 0.00479918 0.00507522 0.0147059
435 0.00476337 0.00480987 0.00510892 0.0146822
436 0.0046946 0.00482004 0.0051401 0.0146547
437 0.00462557 0.00482968 0.0051691 0.0146244
438 0.00455668 0.00483881 0.00519627 0.0145918
439 0.00448831 0.00484741 0.00522192 0.0145576
440 0.00442081 0.00485544 0.00524635 0.0145226
441 0.00435453 0.00486285 0.00526976 0.0144871
442 0.00428973 0.00486952 0.00529235 0.0144516
443 0.00422666 0.00487532 0.00531423 0.0144162
444 0.00416553 0.00488009 0.00533549 0.0143811
445 0.00410652 0.00488364 0.00535619 0.0143464
446 0.00404982 0.00488577 0.00537639 0.014312
447 0.00399559 0.00488628 0.00539613 0.014278
448 0.00394397 0.00488491 0.00541545 0.0142443
449 0.00389513 0.00488142 0.00543435 0.0142109
450 0.00384922 0.00487553 0.00545282 0.0141776
451 0.00380638 0.00486692 0.00547081 0.0141441
452 0.00376675 0.00485529 0.00548822 0.0141103
453 0.00373052 0.00484033 0.00550491 0.0140758
454 0.00369786 0.00482175 0.00552074 0.0140403
455 0.00366898 0.00479929 0.00553551 0.0140038
456 0.00364414 0.00477274 0.00554901 0.0139659
457 0.00362361 0.00474196 0.00556104 0.0139266
458 0.00360769 0.00470687 0.00557135 0.0138859
459 0.00359668 0.00466745 0.00557971 0.0138439
460 0.00359089 0.00462375 0.00558591 0.0138006
461 0.00359058 0.00457588 0.00558974 0.0137562
462 0.00359596 0.004524 0.00559101 0.013711
463 0.00360719 0.00446832 0.00558955 0.0136651
464 0.00362435 0.00440907 0.00558518 0.0136186
465 0.00364743 0.00434648 0.00557772 0.0135716
466 0.00367636 0.00428078 0.00556699 0.0135241
467 0.00371097 0.00421221 0.0055528 0.013476
468 0.00375108 0.00414098 0.00553497 0.013427
469 0.0037964 0.00406731 0.00551332 0.013377
470 0.00384661 0.00399141 0.0054877 0.0133257
471 0.00390131 0.0039135 0.00545798 0.0132728
472 0.00396001 0.00383382 0.00542411 0.0132179
473 0.00402217 0.0037526 0.00538607 0.0131608
474 0.0040871 0.00367007 0.00534396 0.0131011
475 0.00415407 0.00358646 0.00529792 0.0130384
476 0.00422224 0.00350199 0.00524821 0.0129724
477 0.00429073 0.00341689 0.00519512 0.0129027
478 0.00435863 0.00333138 0.00513901 0.012829
479 0.00442501 0.00324569 0.00508031 0.012751
480 0.00448901 0.00316007 0.00501948 0.0126686
481 0.00454985 0.00307479 0.00495702 0.0125817
482 0.00460682 0.00299011 0.00489348 0.0124904
483 0.00465934 0.00290633 0.00482942 0.0123951
484 0.00470693 0.0028237 0.00476544 0.0122961
485 0.00474922 0.00274249 0.00470212 0.0121938
486 0.00478598 0.00266289 0.00464004 0.0120889
487 0.00481705 0.00258504 0.00457977 0.0119819
488 0.00484237 0.00250903 0.00452179 0.0118732
489 0.004862 0.00243487 0.00446657 0.0117634
490 0.00487603 0.00236251 0.00441453 0.0116531
491 0.00488467 0.00229186 0.00436605 0.0115426
